 10000  10000  10000  7367  7367  7367  7367  10577  10577  10577  10577  31817  31817  31817  31817  60567  60567  60567  60567  58659  58659  58659  58659  63104  63104  63104  63104  65104  65104  65104  65104  79544  79544  79544  79544  82317  82317  82317  82317  80119  80119  80119  80119  70597  70597  70597  70597  52090  52090  52090  52090  38030  38030  38030  38030  19515  19515  19515  19515  10000  74000  74000  74000  19515  19500  19300  19300  74000  10577  6000  10577  6000  19300  74000  10000  15821  15821  15821  16321  16321  10600  10600  11430  19300  
 10000  29140  29140  29140  29140  36191  36191  36191  36191  74891  74891  74891  74891  79906  79906  79906  79906  73083  73083  73083  73083  69377  69377  69377  69377  72000  72000  72000  72000  79906  79906  79906  79906  45581  45581  45581  45581  25171  25171  25171  25171  10005  10005  10005  10005  20524  20524  20524  20524  16015  16015  16015  16015  20515  20515  20515  20515  10000  10000  10000  21146  23763  23763  23763  55000  21146  21146  21146  48191  48191  55201  55201  21146  21146  24910  24910  30000  22153  30000  22153  10000  29140  22153  22153 
